Preschool_Name,Location_Type,Address,Opening_Hours,Preschool_Website,Stars,Average_Stars,Google_Website,Update_Time,Preschool_Latitude,Preschool_Longitude,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start_Number,Sunday_End_Number,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Overall_Sentiment,Communication_Factors,Cost_Factors,Educational_Factors,Facility_Factors,Safety_and_Health_Factors,Staff_and_Management_Factors
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 748 (CC),Day care center,"Blk 748 Jurong West Street 73, #01-125, Singapore 640748 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,4,4.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+748/@1.3475751,103.7002942,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fbdcff001bf:0xfa4046c75ba78584!8m2!3d1.3475751!4d103.7002942!16s%2Fg%2F1ptzlk9ww?entry=ttu",2024-04-11 04:09:15.897859,1.3475751,103.7002942,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 48 (DS),Preschool,"Blk 48 Teban Gardens Rd, #01-248, Singapore 600048 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,4,4.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+48/@1.3204891,103.7400859,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1aaf7a58d1ad:0xf5b8527af21c195b!8m2!3d1.3204891!4d103.7400859!16s%2Fg%2F1ptz86j4t?entry=ttu",2024-04-11 04:09:02.129124,1.3204891,103.7400859,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 41 (CC),Preschool,"Blk 41 Teban Gardens Rd, #01-352, Singapore 600041 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,4,4.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+41/@1.3216011,103.7409092,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1aa5f13f57ad:0x92a12ff101a5d227!8m2!3d1.3216011!4d103.7409092!16s%2Fg%2F11f3x4z4m1?entry=ttu",2024-04-11 04:08:48.227968,1.3216011,103.7409092,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 276D (KN),Day care center,"Blk 276D Jurong West Street 25, #01-11, Singapore 644276 ",,http://pcf.org.sg/sparkletots,4,4.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+276D/@1.3536146,103.7044599,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fb9a39f9769:0x8cad4bf7b56d4ac5!8m2!3d1.3536146!4d103.7044599!16s%2Fg%2F1pv2bszx1?entry=ttu",2024-04-11 04:08:22.929923,1.3536146,103.7044599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 275A (CC),Day care center,"275A Jurong West Street 25, Block 275A, Singapore 641275 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"5,    5",5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ayer+Rajah-Gek+Poh+Blk+275A/@1.352374,103.702189,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fb91a6451f7:0x15abe794a6353d7e!8m2!3d1.352374!4d103.702189!16s%2Fg%2F11f3x4yg33?entry=ttu",2024-04-11 04:07:58.372152,1.352374,103.702189,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 937 (CC),Preschool,"Hougang St. 92, #01-77 Block 937, Singapore 530937 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"3,    5,    4,    5",4.25,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+937/@1.3747697,103.8793727,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1645317aaaab:0x11c683bb40e58488!8m2!3d1.3747697!4d103.8793727!16s%2Fg%2F1ptx0l0qg?entry=ttu",2024-04-11 04:07:43.769899,1.3747697,103.8793727,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 642 (CC),Preschool,"Blk 642 Hougang Ave 8, #01-195, Singapore 530642 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"3,    5,    4,    5",4.25,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+642/@1.3716913,103.8800069,17z/data=!3m1!4b1!4m6!3m5!1s0x31da173f3c7f52f3:0x548d5cfb94e47f24!8m2!3d1.3716913!4d103.8800069!16s%2Fg%2F11hz29z_v8?entry=ttu",2024-04-11 04:07:29.848628,1.3716913,103.8800069,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 535 (DS),Kindergarten,"Blk 535 Hougang St 52, #01-18, Singapore 530535 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"3,    5,    4,    5",4.25,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+535/@1.3765439,103.8901954,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17f4ccea3323:0x40861934e056957e!8m2!3d1.3765439!4d103.8901954!16s%2Fg%2F11sx2jd12j?entry=ttu",2024-04-11 04:07:15.580733,1.3765439,103.8901954,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 452 (DS),Preschool,"Blk 452 Hougang Ave 10, #01-575, Singapore 530452 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://pcf.org.sg/sparkletots,"3,    5,    4,    5",4.25,"https://www.google.com/maps/place/PCF+Sparkletots+@+Ang+Mo+Kio-Hougang+Blk+452/@1.3786216,103.8963246,17z/data=!3m1!4b1!4m6!3m5!1s0x31da163eaf63d851:0x755cb76616bc4bf4!8m2!3d1.3786216!4d103.8963246!16s%2Fg%2F1pv5x56hr?entry=ttu",2024-04-11 04:06:50.896919,1.3786216,103.8963246,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),Day care center,"687B Woodlands Drive 75, Block 687B, Singapore 732687 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://pcf.org.sg/sparkletots,"4,    5,    4,    5,    5",4.6,"https://www.google.com/maps/place/PCF+Sparkletots+@+Admiralty+Blk+687B/@1.4418508,103.8075258,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137700ebc7a3:0xd0435fac47bb93a0!8m2!3d1.4418508!4d103.8075258!16s%2Fg%2F1ptzgr7mc?entry=ttu",2024-04-11 04:06:25.926433,1.4418508,103.8075258,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Admiralty Blk 585 (CC),Preschool,"Blk 585 Woodlands Drive 16, #01-68, Singapore 730585 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"5,    5,    1",3.6666666666666665,"https://www.google.com/maps/place/PCF+Sparkletots+@+Admiralty+Blk+585/@1.4293564,103.7954546,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13bcd99f16c1:0x227cc863d0ddce20!8m2!3d1.4293564!4d103.7954546!16s%2Fg%2F1tff0k3q?entry=ttu",2024-04-11 04:06:01.406275,1.4293564,103.7954546,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),Preschool,"581 Woodlands Drive 16, #01-486 Block 581, Singapore 730581 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"5,    5,    4,    5",4.75,"https://www.google.com/maps/place/PCF+Sparkletots+@+Admiralty+Blk+581/@1.4299743,103.7964053,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a2cd73a6d5:0xfd86c333eda9f926!8m2!3d1.4299743!4d103.7964053!16s%2Fg%2F11b5pj6nrs?entry=ttu",2024-04-11 04:05:36.645950,1.4299743,103.7964053,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots Funhouse,Kindergarten,"330B Anchorvale St, Singapore 540323 ",,,"5,    5,    5,    5",5.0,"https://www.google.com/maps/place/PCF+Sparkletots+Funhouse/@1.3966143,103.8899336,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1674a0848cfb:0x3af1325d8bb0313b!8m2!3d1.3966143!4d103.8899336!16s%2Fg%2F11gbtzq4nv?entry=ttu",2024-04-11 04:05:11.428977,1.3966143,103.8899336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCF Sparkletots @ Zhenghua Blk 550B,Kindergarten,"Blk 550B Segar Rd, #01-628, Singapore 672550 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,5,5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Zhenghua+Blk+550B/@1.3899567,103.7672938,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11cf5bf21d6f:0xda6c7092fc515560!8m2!3d1.3899567!4d103.7672938!16s%2Fg%2F11s1vkz17t?entry=ttu",2024-04-11 04:04:46.283876,1.3899567,103.7672938,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.2,,,0.2,,,
PCF Sparkletots @ Yio Chu Kang Blk 644,Kindergarten,"Blk 644 Ang Mo Kio Ave 4, #01-868, Singapore 560644 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"1,    1",1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Yio+Chu+Kang+Blk+644/@1.3791821,103.8409446,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16c16c5823e3:0xd4f06af659818ab5!8m2!3d1.3791821!4d103.8409446!16s%2Fg%2F11g8whw5p6?entry=ttu",2024-04-11 04:04:20.894054,1.3791821,103.8409446,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Teck Ghee Blk 319,Kindergarten,"Blk 319 Ang Mo Kio Ave 1, #01-1503, Singapore 560319 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,1,1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Teck+Ghee+Blk+319/@1.3650738,103.8473951,17z/data=!3m1!4b1!4m6!3m5!1s0x31da171d22c40029:0xbca33a3a5d6d8a5d!8m2!3d1.3650738!4d103.8473951!16s%2Fg%2F11t1hv4p4f?entry=ttu",2024-04-11 04:04:06.411936,1.3650738,103.8473951,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Teck Ghee Blk 227,Kindergarten,"Blk 227 Ang Mo Kio Street 23, #01-01 MSCP, Singapore 560227 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,1,1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Teck+Ghee+Blk+227/@1.3682723,103.8402243,17z/data=!3m1!4b1!4m6!3m5!1s0x31da172219106c4f:0xc241584b1458ef75!8m2!3d1.3682723!4d103.8402243!16s%2Fg%2F11s_xwpsfl?entry=ttu",2024-04-11 04:03:52.520380,1.3682723,103.8402243,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Tampines East Blk 262,Kindergarten,"Blk 262 Tampines St. 21, #01-272, Singapore 520262 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,1,1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Tampines+East+Blk+262/@1.3537767,103.9506103,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fc01f990a05:0xd35dbef98464cc08!8m2!3d1.3537767!4d103.9506103!16s%2Fg%2F1tgdfh66?entry=ttu",2024-04-11 04:03:38.628446,1.3537767,103.9506103,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Siglap Blk 170,Day care center,"Blk 170 Bedok S Rd, #01-354, Singapore 460170 ",,https://www.pcf.org.sg/sparkletots,1,1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Siglap+Blk+170/@1.3206577,103.9461681,17z/data=!3m1!4b1!4m6!3m5!1s0x31da22ce86fed2f7:0xe9f8726f3fc68185!8m2!3d1.3206577!4d103.9461681!16s%2Fg%2F11b5phpcyp?entry=ttu",2024-04-11 04:03:24.239832,1.3206577,103.9461681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCF Sparkletots @ Serangoon Blk 125,Kindergarten,"Blk 125 Serangoon North Ave 1, #01-133, Singapore 550125 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,1,1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Serangoon+Blk+125/@1.3665528,103.8723709,17z/data=!3m1!4b1!4m6!3m5!1s0x31da170c0734593b:0x73fea5a5f5f5d23b!8m2!3d1.3665528!4d103.8723709!16s%2Fg%2F11t1h797cg?entry=ttu",2024-04-11 04:03:09.823055,1.3665528,103.8723709,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Sembawang Central Blk 503C,Preschool,"Blk 503C Canberra Link, #01-41, Singapore 753503 ",,https://www.pcf.org.sg/sparkletots,1,1.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Sembawang+Central+Blk+503C/@1.4505841,103.8226676,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1511e3cd2e01:0xe387515d6374e5dd!8m2!3d1.4505841!4d103.8226676!16s%2Fg%2F11t063hf_3?entry=ttu",2024-04-11 04:02:44.892683,1.4505841,103.8226676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCF Sparkletots @ Sembawang Central Blk 309,Kindergarten,"Blk 309 Canberra Rd, #01-109, Singapore 750309 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"5,    5,    5",5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Sembawang+Central+Blk+309/@1.4467567,103.8213318,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1356cf9cfdb1:0xc411e88333e3cd78!8m2!3d1.4467567!4d103.8213318!16s%2Fg%2F11t051x0nj?entry=ttu",2024-04-11 04:02:30.844487,1.4467567,103.8213318,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Sembawang Central Blk 115B,Kindergarten,"Blk 115B Canberra Walk, #01-137, Singapore 752115 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"5,    5,    5",5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Sembawang+Central+Blk+115B/@1.4462597,103.8294168,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15ece3f701f5:0x3cdf29a62b51d325!8m2!3d1.4462597!4d103.8294168!16s%2Fg%2F11s1vk8wts?entry=ttu",2024-04-11 04:02:16.874007,1.4462597,103.8294168,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Punggol Coast Blk 326,Kindergarten,"Blk 326 Sumang Walk, #01-01 MSCP, Singapore 820326 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"5,    5,    5",5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Punggol+Coast+Blk+326/@1.4131328,103.8994913,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15039ec3dc0f:0x25f59bc294b70761!8m2!3d1.4131328!4d103.8994913!16s%2Fg%2F11s_ygmc8b?entry=ttu",2024-04-11 04:02:02.364421,1.4131328,103.8994913,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Nee Soon Link Blk 408,Kindergarten,"Blk 408 Yishun Ave 6, #01-1264, Singapore 760408 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"5,    5,    5",5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Link+Blk+408/@1.4262799,103.8484821,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1443cccdf07b:0xb9c4526c7ff81040!8m2!3d1.4262799!4d103.8484821!16s%2Fg%2F1tj502q8?entry=ttu",2024-04-11 04:01:37.059773,1.4262799,103.8484821,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Nee Soon East Blk 367,Kindergarten,"Blk 367 Yishun Ring Rd, #01-1534, Singapore 760367 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,5,5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+East+Blk+367/@1.4296961,103.8451619,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15733d335e9b:0x18c53fdb38d73581!8m2!3d1.4296961!4d103.8451619!16s%2Fg%2F11t1hvk3hb?entry=ttu",2024-04-11 04:01:22.560336,1.4296961,103.8451619,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Nee Soon East Blk 223,Kindergarten,"Blk 223 Yishun Street 21, #01-473, Singapore 760223 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,5,5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+East+Blk+223/@1.4344383,103.8357373,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14637d6f9725:0xbd4d343d08614ef5!8m2!3d1.4344383!4d103.8357373!16s%2Fg%2F11f0_r2n30?entry=ttu",2024-04-11 04:01:08.607874,1.4344383,103.8357373,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Nee Soon Central Blk 723,Kindergarten,"Blk 723 Yishun Street 71, #01-157, Singapore 760723 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,5,5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Central+Blk+723/@1.426015,103.82975,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15e0d4113ba9:0xecadd3b2ea29da8c!8m2!3d1.426015!4d103.82975!16s%2Fg%2F11s1vkh_yw?entry=ttu",2024-04-11 04:00:54.075993,1.426015,103.82975,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Nee Soon Central Blk 646,Kindergarten,"Blk 646 Yishun Street 61, #01-354, Singapore 760646 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,5,5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Central+Blk+646/@1.4221191,103.8376274,17z/data=!3m1!4b1!4m6!3m5!1s0x31da154b8a447123:0xcfc14a47318395f7!8m2!3d1.4221191!4d103.8376274!16s%2Fg%2F11s1vk8wv1?entry=ttu",2024-04-11 04:00:40.235654,1.4221191,103.8376274,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
PCF Sparkletots @ Limbang Blk 543,Kindergarten,"Blk 543 Choa Chu Kang Street 52, #01-70, Singapore 680543 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,5,5.0,"https://www.google.com/maps/place/PCF+Sparkletots+@+Limbang+Blk+543/@1.3938834,103.7443261,17z/data=!3m1!4b1!4m6!3m5!1s0x31da119ad4ad384d:0x19b27dccd1eb998c!8m2!3d1.3938834!4d103.7443261!16s%2Fg%2F11s1vkbntb?entry=ttu",2024-04-11 04:00:26.344441,1.3938834,103.7443261,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
